Date,Campaignname,CampaignID,Campaignstatus,ConversionTrackerId,ConversionTypeName,ConversionCategory,ExternalConversionSource,Conversions,conversionsByConversionDate,EstimatedTotalConversions,allConversionsByConversionDate,ConversionValue,EstimatedTotalConversionValue,allConversionsValueByConversionDate,Viewthroughconversions,EstimatedCrossDeviceConversions
2026-08-01,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,1,1,0,1,1,0,0
2026-08-01,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,1,1,1,1,65,65,65,0,0
2026-08-02,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,6,5,0,6,5,0,0
2026-08-02,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,4,3,0,4,3,0,0
2026-08-02,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,1,0,0,1,0,0,0
2026-08-02,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,1,0,0,1,0,0,0
2026-08-02,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,4,4,4,4,260,260,260,0,0
2026-08-03,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,0.02,0,0,0.02,0,0,0
2026-08-03,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,1,1,0,1,1,0,0
2026-08-03,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,0,1,0,0,1,0,0
2026-08-03,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,0,1,0,0,1,0,0
2026-08-03,Leads-Search-1,22767146837,enabled,7254459499,Clicks to call,Contact,Google hosted,0,0,1,1,0,1,1,0,0
2026-08-03,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,0.02,0,0.02,0,1.57,1.57,0,0,0
2026-08-04,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,0.98,2,0,0.98,2,0,0
2026-08-04,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,1,2,0,1,2,0,0
2026-08-04,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,2,2,0,2,2,0,0
2026-08-04,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,0,1,0,0,1,0,0
2026-08-04,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,0,1,0,0,1,0,0
2026-08-04,Leads-Search-1,22767146837,enabled,7180867432,Local actions - Directions,Get directions,Google hosted,0,0,2,2,0,2,2,0,0
2026-08-04,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,0.98,1,0.98,1,63.43,63.43,65,0,0
2026-08-05,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,2,2,0,2,2,0,0
2026-08-05,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,6,6,0,6,6,0,0
2026-08-05,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,1,1,0,1,1,0,0
2026-08-05,Leads-Search-1,22767146837,enabled,7154049488,Page view (Page load www.pankanaturalhealth.com/whypnh),Page view,Website,0,0,1,1,0,1,1,0,0
2026-08-05,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,3,2,0,3,2,0,0
2026-08-05,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,2,2,2,2,130,130,130,0,0
2026-08-06,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,2,2,0,2,2,0,0
2026-08-06,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,2,2,0,2,2,0,0
2026-08-06,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,3,3,0,3,3,0,0
2026-08-06,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,2,2,2,2,130,130,130,0,0
2026-08-07,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,1,1,0,1,1,0,0
2026-08-07,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,1,1,0,1,1,0,0
2026-08-07,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,0,1,0,0,1,0,0
2026-08-07,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,2,2,0,2,2,0,0
2026-08-07,Leads-Search-1,22767146837,enabled,7180867432,Local actions - Directions,Get directions,Google hosted,0,0,3,3,0,3,3,0,0
2026-08-07,Leads-Search-1,22767146837,enabled,7217291006,Calls from ads,Phone call lead,Calls from ads,0,0,1,1,0,50,50,0,0
2026-08-08,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,1,2,0,1,2,0,0
2026-08-08,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,1,1,1,1,65,65,65,0,0
2026-08-09,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,2,2,0,2,2,0,0
2026-08-09,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,2,2,0,2,2,0,0
2026-08-10,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,2,1,0,2,1,0,0
2026-08-10,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,2,2,0,2,2,0,0
2026-08-10,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,1,1,0,1,1,0,0
2026-08-10,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,2,1,2,1,65,65,65,0,0
2026-08-11,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,2,2,0,2,2,0,0
2026-08-11,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,3,3,0,3,3,0,0
2026-08-11,Leads-Search-1,22767146837,enabled,7154049488,Page view (Page load www.pankanaturalhealth.com/whypnh),Page view,Website,0,0,3,3,0,3,3,0,0
2026-08-11,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,1,1,0,1,1,0,0
2026-08-11,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,2,2,0,2,2,0,0
2026-08-11,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,1,1,1,1,65,65,65,0,0
2026-08-12,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,5,6,0,5,6,0,0
2026-08-12,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,2,2,0,2,2,0,0
2026-08-12,Leads-Search-1,22767146837,enabled,7154049488,Page view (Page load www.pankanaturalhealth.com/whypnh),Page view,Website,0,0,1,1,0,1,1,0,0
2026-08-12,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,2,3,2,3,65,65,65,0,0
2026-08-13,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,2,2,0,2,2,0,0
2026-08-13,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,1,1,0,1,1,0,0
2026-08-13,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,1,1,0,1,1,0,0
2026-08-13,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,1,1,0,1,1,0,0
2026-08-13,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,2,2,2,2,0,0,0,0,0
2026-08-14,Leads-Search-1,22767146837,enabled,7180867432,Local actions - Directions,Get directions,Google hosted,0,0,1,1,0,1,1,0,0
2026-08-17,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,1,1,0,1,1,0,0
2026-08-17,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,1,1,0,1,1,0,0
2026-08-17,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,1,1,0,1,1,0,0
2026-08-17,Leads-Search-1,22767146837,enabled,7180867432,Local actions - Directions,Get directions,Google hosted,0,0,2,2,0,2,2,0,0
2026-08-17,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,1,1,1,1,0,0,0,0,0
2026-08-19,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,1,1,0,1,1,0,0
2026-08-19,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,3,3,0,3,3,0,0
2026-08-19,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,1,1,1,1,0,0,0,0,0
2026-08-20,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,1,1,0,1,1,0,0
2026-08-20,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,2,2,0,2,2,0,0
2026-08-20,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,6,6,0,6,6,0,0
2026-08-20,Leads-Search-1,22767146837,enabled,7180867432,Local actions - Directions,Get directions,Google hosted,0,0,1,1,0,1,1,0,0
2026-08-21,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,1,1,0,1,1,0,0
2026-08-21,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,1,1,1,1,0,0,0,0,0
2026-08-23,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,1,1,0,1,1,0,0
2026-08-23,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,1,1,0,1,1,0,0
2026-08-24,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,1,1,0,1,1,0,0
2026-08-24,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,1,1,0,1,1,0,0
2026-08-24,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,1,1,1,1,0,0,0,0,0
2026-08-26,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,1,1,0,1,1,0,0
2026-08-26,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,5,5,0,5,5,0,0
2026-08-29,Leads-Search-1,22767146837,enabled,7180867432,Local actions - Directions,Get directions,Google hosted,0,0,1,1,0,1,1,0,0
2026-09-01,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,4,4,0,4,4,0,0
2026-09-01,Leads-Search-1,22767146837,enabled,7180867432,Local actions - Directions,Get directions,Google hosted,0,0,1,1,0,1,1,0,0
2026-09-02,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,1,1,0,1,1,0,0
2026-09-02,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,2,2,0,2,2,0,0
2026-09-02,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,1,1,0,1,1,0,0
2026-09-02,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,1,1,1,1,0,0,0,0,0
2026-09-03,Leads-Search-1,22767146837,enabled,7154049488,Page view (Page load www.pankanaturalhealth.com/whypnh),Page view,Website,0,0,1,1,0,1,1,0,0
2026-09-06,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,1,1,0,1,1,0,0
2026-09-07,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,2,2,0,2,2,0,0
2026-09-08,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,1,1,0,1,1,0,0
