Campaignname,CampaignID,Adgroupname,AdgroupID,AdID,Adstatus,ad_strength,assetFieldType,assetType,assetPerformanceLabel,assetTextText,InCurrentCreative,Impressions,Clicks,Cost,Ctr,Conversions,CostPerConversion
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,817264858229,Paused,Poor,Headline,Text,Pending information,"Perimenopause, Explained",yes,128,4,11.35,0.0312,0.0,
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,812704389533,Enabled,Average,Headline,Text,Pending information,Same-Week Appointments,yes,110,15,34.1637,0.1364,2.0,17.0818
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,817264858229,Paused,Poor,Headline,Text,Pending information,PCOS & Cycle Support,yes,109,9,24.77,0.0826,1.0,24.77
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,812704389533,Enabled,Average,Headline,Text,Pending information,DUTCH Hormone Testing,yes,103,9,18.2727,0.0874,0.0,
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,812704389533,Enabled,Average,Headline,Text,Pending information,Evidence-Informed Care,yes,95,24,34.8359,0.2526,3.0,11.612
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,812704389533,Enabled,Average,Headline,Text,Pending information,Hormone Balance Support,yes,67,6,7.4399,0.0896,1.0,7.4399
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,817264858229,Paused,Poor,Headline,Text,Pending information,Told Your Labs Are Normal?,yes,67,1,2.8836,0.0149,0.0,
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,817264858229,Paused,Poor,Headline,Text,Pending information,"Thyroid Answers, Finally",yes,50,1,2.91,0.02,0.0,
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,812704389533,Enabled,Average,Headline,Text,,Natural Fertility Support,no,46,4,9.49,0.087,0.0,
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,817264858229,Paused,Poor,Headline,Text,Pending information,"Still Tired, Foggy, Off?",yes,44,3,8.6772,0.0682,0.0,
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,817264858229,Paused,Poor,Headline,Text,Pending information,We Dig Deeper Into Labs,yes,37,1,2.8836,0.027,0.0,
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,817264858229,Paused,Poor,Headline,Text,Pending information,A Plan Made for Your Body,yes,22,2,7.4242,0.0909,1.0,7.4242
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,817264858229,Paused,Poor,Headline,Text,Pending information,Free 10-Min Intro Call,yes,21,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,812704389533,Enabled,Average,Headline,Text,,Free 10-Min Intro Call,yes,19,1,1.18,0.0526,0.0,
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,817264858229,Paused,Poor,Headline,Text,Pending information,Unhurried Two-Hour Visits,yes,17,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,812704389533,Enabled,Average,Headline,Text,,A Doctor Who Listens,yes,11,1,3.5574,0.0909,0.0,
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,812704389533,Enabled,Average,Headline,Text,,Lab-Driven Care Plans,yes,7,2,1.56,0.2857,0.0,
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,812704389533,Enabled,Average,Headline,Text,,HSA/FSA Accepted,yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,812704389533,Enabled,Average,Headline,Text,Pending information,Fertility Naturopath,yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,812704389533,Enabled,Average,Headline,Text,Pending information,Holistic PCOS Doctor,yes,0,0,0.0,,0.0,
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,810768274448,Removed,Average,Description,Text,Pending information,"The official Panka Natural Health — a family-owned, root-cause clinic in Hopkins, MN",yes,322,57,154.6963,0.177,26.21,5.9022
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,810768274448,Removed,Average,Description,Text,Pending information,Looking for Panka Natural Health? You're in the right place. Book online today.,yes,98,21,54.1205,0.2143,9.0,6.0134
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,810768274448,Removed,Average,Description,Text,Pending information,Not sure yet? Book a free 10-minute intro call with Dr. Haley or Dr. Jacob.,yes,83,18,52.0,0.2169,11.0,4.7273
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,810768274448,Removed,Average,Description,Text,Pending information,Care from doctors who truly listen. Root-cause naturopathic medicine since 2018.,yes,77,26,78.5665,0.3377,16.0,4.9104
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,817156208814,Enabled,Excellent,Description,Text,Pending information,"The official Panka Natural Health — a family-owned, root-cause clinic in Hopkins, MN",yes,19,6,1.67,0.3158,0.0,
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,817156208814,Enabled,Excellent,Description,Text,Pending information,Creating health with science and nature — in person in Hopkins or virtual across MN & WI.,yes,15,5,2.15,0.3333,0.0,
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,817156208814,Enabled,Excellent,Description,Text,Pending information,Looking for Panka Natural Health? You're in the right place. Book online today.,yes,3,1,0.35,0.3333,0.0,
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,817156208814,Enabled,Excellent,Description,Text,Pending information,Not sure yet? Book a free 10-minute intro call with Dr. Haley or Dr. Jacob.,yes,2,0,0.0,0.0,0.0,
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,810768274448,Removed,Average,Headline,Text,,Panka Natural Health,no,269,38,120.2463,0.1413,21.0,5.726
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,810768274448,Removed,Average,Headline,Text,Pending information,"Hopkins, MN Naturopathic Care",yes,124,16,35.91,0.129,5.21,6.8925
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,810768274448,Removed,Average,Headline,Text,Pending information,Dr. Jacob & Dr. Haley Panka,yes,109,24,64.3461,0.2202,10.0,6.4346
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,810768274448,Removed,Average,Headline,Text,Pending information,Family-Owned Clinic in Hopkins,yes,96,21,66.5641,0.2188,16.0,4.1603
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,810768274448,Removed,Average,Headline,Text,Pending information,"Naturopaths in Hopkins, MN",yes,82,21,59.4332,0.2561,4.0,14.8583
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,810768274448,Removed,Average,Headline,Text,Pending information,Schedule Your First Visit,yes,76,24,67.3705,0.3158,12.0,5.6142
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,810768274448,Removed,Average,Headline,Text,Pending information,{KeyWord:Panka Natural Health},yes,62,19,34.45,0.3065,5.21,6.6123
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,810768274448,Removed,Average,Headline,Text,Pending information,Root-Cause Naturopathic Care,yes,60,7,20.13,0.1167,2.0,10.065
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,817156208814,Enabled,Excellent,Headline,Text,Pending information,{KeyWord:Panka Natural Health},yes,18,8,2.2,0.4444,0.0,
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,810768274448,Removed,Average,Headline,Text,Pending information,Women's Health Naturopath,yes,14,6,16.13,0.4286,2.0,8.065
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,817156208814,Enabled,Excellent,Headline,Text,Pending information,"Hopkins, MN Naturopathic Care",yes,14,7,1.85,0.5,0.0,
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,810768274448,Removed,Average,Headline,Text,Pending information,Hormone & Metabolic Labs,yes,12,3,9.75,0.25,1.0,9.75
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,810768274448,Removed,Average,Headline,Text,Pending information,Book a Free Intro Call,yes,11,3,4.3216,0.2727,0.0,
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,817156208814,Enabled,Excellent,Headline,Text,Pending information,Dr. Jacob & Dr. Haley Panka,yes,9,1,0.11,0.1111,0.0,
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,810768274448,Removed,Average,Headline,Text,Pending information,Care from a Doctor Who Listens,yes,8,1,1.38,0.125,3.0,0.46
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,817156208814,Enabled,Excellent,Headline,Text,Pending information,"Naturopaths in Hopkins, MN",yes,7,2,1.51,0.2857,0.0,
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,810768274448,Removed,Average,Headline,Text,Pending information,"Dr. Jacob Panka, ND",yes,6,2,4.87,0.3333,0.0,
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,810768274448,Removed,Average,Headline,Text,,Official Panka Natural Health,no,5,0,0.0,0.0,0.0,
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,817156208814,Enabled,Excellent,Headline,Text,Pending information,Family-Owned Clinic in Hopkins,yes,5,2,1.49,0.4,0.0,
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,810768274448,Removed,Average,Headline,Text,,We Dig Deeper Than Others,no,4,0,0.0,0.0,0.0,
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,810768274448,Removed,Average,Headline,Text,Pending information,Free 10-Minute Intro Call,yes,3,1,9.87,0.3333,0.0,
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,817156208814,Enabled,Excellent,Headline,Text,Pending information,Hormone & Metabolic Labs,yes,3,3,0.89,1.0,0.0,
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,817156208814,Enabled,Excellent,Headline,Text,Pending information,Root-Cause Naturopathic Care,yes,3,1,0.11,0.3333,0.0,
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,817156208814,Enabled,Excellent,Headline,Text,Pending information,Schedule Your First Visit,yes,3,1,0.34,0.3333,0.0,
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,810768274448,Removed,Average,Headline,Text,,The Real Panka Natural Health,no,2,0,0.0,0.0,0.0,
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,810768274448,Removed,Average,Headline,Text,Pending information,Trusted Family Care Since 2018,yes,2,0,0.0,0.0,0.0,
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,810768274448,Removed,Average,Headline,Text,Pending information,Men's Health Naturopath,yes,1,1,0.49,1.0,0.0,
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,817156208814,Enabled,Excellent,Headline,Text,Pending information,Book a Free Intro Call,yes,1,0,0.0,0.0,0.0,
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,810768274448,Removed,Average,Headline,Text,,"Talk to a Doctor First, Free",no,0,0,0.0,,0.0,
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,817156208814,Enabled,Excellent,Headline,Text,Pending information,Care from a Doctor Who Listens,yes,0,0,0.0,,0.0,
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,817156208814,Enabled,Excellent,Headline,Text,Pending information,"Dr. Jacob Panka, ND",yes,0,0,0.0,,0.0,
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,817156208814,Enabled,Excellent,Headline,Text,Pending information,Free 10-Minute Intro Call,yes,0,0,0.0,,0.0,
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,817156208814,Enabled,Excellent,Headline,Text,Pending information,In-Person & Virtual Visits,yes,0,0,0.0,,0.0,
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,817156208814,Enabled,Excellent,Headline,Text,Pending information,Telehealth Across MN & WI,yes,0,0,0.0,,0.0,
PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,196283052145,817156208814,Enabled,Excellent,Headline,Text,Pending information,Trusted Family Care Since 2018,yes,0,0,0.0,,0.0,
